MES/AÑO,TIPO CLIENTES,PRODUCTO,PRECIO POR TON (USD),MARCA,INVERSION,% TIENDAS IMPACTADAS,DIAS HABILES,TEMPERATURA,INFLACION,VENTAS (TON),VENTAS (PESOS),INVERSION (PESOS),INGRESOS,HWES3_MUL
2019-08-01,CLIENTES GRANDES,A18,10680.6,MARCA5,0.2384,0.88,21,15.3,1.48,14.192,151579.08,36136.45,115442.63,347991.6994973447
2019-09-01,CLIENTES GRANDES,A18,10939.27,MARCA5,0.263,0.88,21,15.7,1.51,28.785,314886.89,82815.25,232071.64,184041.92635271678
2019-10-01,CLIENTES GRANDES,A18,10770.34,MARCA5,0.2779,0.9,22,16.7,1.65,19.558,210646.31,58538.61,152107.7,98534.88008654409
2019-11-01,CLIENTES GRANDES,A18,10734.31,MARCA5,0.2466,0.9,20,18.0,1.76,18.884,202706.71,49987.47,152719.24,279351.38991256023
2019-12-01,CLIENTES GRANDES,A18,11028.49,MARCA5,0.3202,0.91,21,19.6,1.88,19.909,219566.21,70305.1,149261.11,222195.870700306
2020-01-01,CLIENTES GRANDES,A18,11207.72,MARCA5,0.2727,0.91,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A18,10756.3,MARCA5,0.2186,0.89,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A18,10363.89,MARCA5,0.2203,0.89,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A18,11207.72,MARCA5,0.2727,0.91,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A18,10756.3,MARCA5,0.2186,0.89,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A18,10363.89,MARCA5,0.2203,0.89,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A19,15580.92,MARCA5,0.2489,1.0,22,22.2,0.18,28.142,438478.25,109137.24,329341.01,428435.46276419127
2018-02-01,CLIENTES GRANDES,A19,14904.47,MARCA5,0.2415,1.0,20,23.0,0.48,34.197,509688.16,123089.69,386598.47,571695.8934580673
2018-03-01,CLIENTES GRANDES,A19,15742.37,MARCA5,0.2018,1.0,20,22.5,0.97,54.452,857203.53,172983.67,684219.86,933911.4200594823
2018-04-01,CLIENTES GRANDES,A19,16040.87,MARCA5,0.2196,1.0,21,20.9,0.84,38.259,613707.65,134770.2,478937.45,471064.51875078504
2018-05-01,CLIENTES GRANDES,A19,15626.82,MARCA5,0.32,1.0,22,18.5,0.88,32.98,515372.52,164919.21,350453.31,834877.5150084192
2018-06-01,CLIENTES GRANDES,A19,15600.37,MARCA5,0.2249,1.0,20,16.4,1.24,43.934,685386.66,154143.46,531243.2,692040.6424378586
2018-07-01,CLIENTES GRANDES,A19,15553.09,MARCA5,0.2381,1.0,22,15.7,1.64,68.407,1063940.23,253324.17,810616.06,1122256.3771823945
2018-08-01,CLIENTES GRANDES,A19,19866.89,MARCA5,0.4262,1.0,22,15.3,1.81,17.352,344730.28,146924.05,197806.23,363971.54915601225
2018-09-01,CLIENTES GRANDES,A19,14471.56,MARCA5,0.1438,1.0,20,15.7,2.01,49.842,721291.49,103721.72,617569.77,754763.9163280427
2018-10-01,CLIENTES GRANDES,A19,13795.4,MARCA5,0.306,1.0,22,16.7,2.14,26.38,363922.65,111360.33,252562.32,382186.54549496295
2018-11-01,CLIENTES GRANDES,A19,17320.67,MARCA5,0.2327,1.0,21,18.0,2.29,51.745,896258.07,208559.25,687698.82,931333.9945634971
2018-12-01,CLIENTES GRANDES,A19,16096.75,MARCA5,0.2832,1.0,20,19.6,2.48,34.748,559329.87,158402.22,400927.65,570330.258777214
2019-01-01,CLIENTES GRANDES,A19,15576.45,MARCA5,0.3075,1.0,22,22.2,0.06,30.115,469084.79,144243.57,324841.22,490056.1609207618
2019-02-01,CLIENTES GRANDES,A19,15383.99,MARCA5,0.267,1.0,20,23.0,0.2,40.17,617974.88,164999.29,452975.59,639733.4066911541
2019-03-01,CLIENTES GRANDES,A19,16506.38,MARCA5,0.223,1.0,21,22.5,0.88,62.826,1037029.83,231257.65,805772.18,1050834.4496802757
2019-04-01,CLIENTES GRANDES,A19,15762.52,MARCA5,0.235,1.0,20,20.9,1.1,33.96,535295.18,125794.37,409500.81,552693.4057580773
2019-05-01,CLIENTES GRANDES,A19,16061.67,MARCA5,0.2509,1.0,22,18.5,1.19,56.842,912977.45,229066.04,683911.41,886176.112044687
2019-06-01,CLIENTES GRANDES,A19,15235.66,MARCA5,0.3701,1.0,20,16.4,1.13,49.842,759375.77,281044.97,478330.8,786852.0707659123
2019-07-01,CLIENTES GRANDES,A19,16694.86,MARCA5,0.2633,1.0,22,15.7,1.36,49.013,818265.17,215449.22,602815.95,1265258.0113606497
2019-08-01,CLIENTES GRANDES,A19,16427.22,MARCA5,0.3186,1.0,21,15.3,1.48,40.806,670329.14,213566.86,456762.28,399350.17294101947
2019-09-01,CLIENTES GRANDES,A19,16215.24,MARCA5,0.2802,1.0,21,15.7,1.51,59.313,961774.53,269489.22,692285.31,875184.4391254736
2019-10-01,CLIENTES GRANDES,A19,16224.11,MARCA5,0.3294,1.0,22,16.7,1.65,41.254,669309.43,220470.53,448838.9,448320.68315357366
2019-11-01,CLIENTES GRANDES,A19,15801.37,MARCA5,0.3339,1.0,20,18.0,1.76,38.312,605382.09,202137.08,403245.01,1143356.4912455408
2019-12-01,CLIENTES GRANDES,A19,16645.83,MARCA5,0.3165,1.0,21,19.6,1.88,38.918,647822.41,205035.79,442786.62,679599.2806905311
2020-01-01,CLIENTES GRANDES,A19,17425.16,MARCA5,0.378,1.0,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A19,15603.9,MARCA5,0.2942,0.99,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A19,15815.01,MARCA5,0.2825,1.0,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A19,17425.16,MARCA5,0.378,1.0,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A19,15603.9,MARCA5,0.2942,0.99,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A19,15815.01,MARCA5,0.2825,1.0,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A20,12020.12,MARCA1,0.2493,1.0,22,22.2,0.18,47.22,567590.07,141500.2,426089.87,405205.26746035734
2018-02-01,CLIENTES GRANDES,A20,11232.34,MARCA1,0.2626,1.0,20,23.0,0.48,46.689,524426.72,137714.46,386712.26,614807.129146784
2018-03-01,CLIENTES GRANDES,A20,12307.8,MARCA1,0.2386,1.0,20,22.5,0.97,64.229,790517.69,188617.52,601900.17,677465.9929106408
2018-04-01,CLIENTES GRANDES,A20,12093.98,MARCA1,0.267,1.0,21,20.9,0.84,46.629,563930.19,150569.36,413360.83,604757.8404352586
2018-05-01,CLIENTES GRANDES,A20,11838.31,MARCA1,0.2513,1.0,22,18.5,0.88,41.059,486069.17,122149.18,363919.99,716542.1680574351
2018-06-01,CLIENTES GRANDES,A20,11923.43,MARCA1,0.2262,1.0,20,16.4,1.24,64.894,773759.07,175024.3,598734.77,1259375.8546922924
2018-07-01,CLIENTES GRANDES,A20,11808.52,MARCA1,0.2417,1.0,22,15.7,1.64,67.016,791359.78,191271.66,600088.12,790573.9070087016
2018-08-01,CLIENTES GRANDES,A20,11485.16,MARCA1,0.2483,1.0,22,15.3,1.81,64.535,741194.8,184038.67,557156.13,762221.5946292545
2018-09-01,CLIENTES GRANDES,A20,12302.08,MARCA1,0.2319,1.0,20,15.7,2.01,67.618,831842.05,192904.17,638937.88,870183.9385024902
2018-10-01,CLIENTES GRANDES,A20,10215.37,MARCA1,0.3336,1.0,22,16.7,2.14,29.308,299392.06,99877.19,199514.87,317986.6367461387
2018-11-01,CLIENTES GRANDES,A20,12772.92,MARCA1,0.2525,1.0,21,18.0,2.29,57.489,734302.4,185411.36,548891.04,772154.1780423234
2018-12-01,CLIENTES GRANDES,A20,12349.94,MARCA1,0.3041,1.0,20,19.6,2.48,44.22,546114.35,166073.37,380040.98,548132.394235722
2019-01-01,CLIENTES GRANDES,A20,11491.02,MARCA1,0.3016,1.0,22,22.2,0.06,42.933,493343.96,148792.54,344551.42,489425.9872684024
2019-02-01,CLIENTES GRANDES,A20,10925.01,MARCA1,0.262,1.0,20,23.0,0.2,59.857,653938.32,171331.84,482606.48,659082.1965869194
2019-03-01,CLIENTES GRANDES,A20,12444.71,MARCA1,0.2653,1.0,21,22.5,0.88,60.782,756414.36,200676.73,555737.63,760563.4186614819
2019-04-01,CLIENTES GRANDES,A20,12345.27,MARCA1,0.2776,1.0,20,20.9,1.1,51.847,640065.21,177682.1,462383.11,643020.7979094457
2019-05-01,CLIENTES GRANDES,A20,11938.87,MARCA1,0.2924,1.0,22,18.5,1.19,64.618,771465.9,225576.63,545889.27,777673.5826179063
2019-06-01,CLIENTES GRANDES,A20,11844.57,MARCA1,0.2811,1.0,20,16.4,1.13,127.68,1512314.7,425111.66,1087203.04,1521426.3312802962
2019-07-01,CLIENTES GRANDES,A20,11906.84,MARCA1,0.2818,1.0,22,15.7,1.36,66.115,787220.73,221838.8,565381.93,1088979.5054688712
2019-08-01,CLIENTES GRANDES,A20,11908.52,MARCA1,0.257,1.0,21,15.3,1.48,90.816,1081484.15,277941.43,803542.72,955565.8592870935
2019-09-01,CLIENTES GRANDES,A20,11843.19,MARCA1,0.2835,1.0,21,15.7,1.51,90.794,1075290.59,304844.88,770445.71,1147595.4679339146
2019-10-01,CLIENTES GRANDES,A20,11871.95,MARCA1,0.3528,1.0,22,16.7,1.65,54.21,643578.41,227054.46,416523.95,416749.62896126404
2019-11-01,CLIENTES GRANDES,A20,11856.94,MARCA1,0.3006,1.0,20,18.0,1.76,77.432,918106.58,275982.84,642123.74,1212938.528085964
2019-12-01,CLIENTES GRANDES,A20,11902.29,MARCA1,0.3352,1.0,21,19.6,1.88,83.377,992377.23,332644.85,659732.38,806165.5770560198
2020-01-01,CLIENTES GRANDES,A20,12418.8,MARCA1,0.4431,1.0,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A20,11556.79,MARCA1,0.3614,1.0,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A20,10749.63,MARCA1,0.3324,1.0,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A20,12418.8,MARCA1,0.4431,1.0,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A20,11556.79,MARCA1,0.3614,1.0,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A20,10749.63,MARCA1,0.3324,1.0,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A21,8875.43,MARCA1,0.2813,0.96,22,22.2,0.18,60.109,533493.22,150071.64,383421.58,573936.7446465001
2018-02-01,CLIENTES GRANDES,A21,8401.41,MARCA1,0.2403,0.96,20,23.0,0.48,65.64,551468.55,132517.89,418950.66,544751.1267173168
2018-03-01,CLIENTES GRANDES,A21,9070.67,MARCA1,0.2722,0.96,20,22.5,0.97,79.969,725372.41,197446.37,527926.04,752092.74722517
2018-04-01,CLIENTES GRANDES,A21,9184.78,MARCA1,0.2953,0.96,21,20.9,0.84,43.021,395138.42,116684.38,278454.04,431951.8918171327
2018-05-01,CLIENTES GRANDES,A21,8635.31,MARCA1,0.2654,0.95,22,18.5,0.88,91.55,790562.63,209815.32,580747.31,781607.0193615989
2018-06-01,CLIENTES GRANDES,A21,9121.2,MARCA1,0.2501,0.95,20,16.4,1.24,81.502,743396.04,185923.35,557472.69,914169.956912448
2018-07-01,CLIENTES GRANDES,A21,8823.94,MARCA1,0.2416,0.95,22,15.7,1.64,87.959,776144.94,187516.62,588628.32,787349.9059729209
2018-08-01,CLIENTES GRANDES,A21,8289.11,MARCA1,0.2285,0.95,22,15.3,1.81,96.411,799161.38,182608.38,616553.0,809269.2954214531
2018-09-01,CLIENTES GRANDES,A21,9704.02,MARCA1,0.2042,0.94,20,15.7,2.01,82.091,796612.71,162668.32,633944.39,805195.1957604706
2018-10-01,CLIENTES GRANDES,A21,6955.38,MARCA1,0.2802,0.94,22,16.7,2.14,49.056,341203.12,95605.11,245598.01,343596.3793767199
2018-11-01,CLIENTES GRANDES,A21,10535.5,MARCA1,0.2501,0.93,21,18.0,2.29,82.253,866576.48,216730.78,649845.7,871580.5473594744
2018-12-01,CLIENTES GRANDES,A21,9148.23,MARCA1,0.249,0.94,20,19.6,2.48,51.62,472231.63,117585.68,354645.95,469577.83228328667
2019-01-01,CLIENTES GRANDES,A21,8968.41,MARCA1,0.2673,0.93,22,22.2,0.06,70.539,632622.67,169100.04,463522.63,622368.0312435789
2019-02-01,CLIENTES GRANDES,A21,8494.89,MARCA1,0.249,0.93,20,23.0,0.2,70.795,601395.74,149747.54,451648.2,594182.5751983925
2019-03-01,CLIENTES GRANDES,A21,9636.73,MARCA1,0.2387,0.93,21,22.5,0.88,85.917,827958.93,197633.8,630325.13,817163.8890694075
2019-04-01,CLIENTES GRANDES,A21,8948.5,MARCA1,0.2851,0.93,20,20.9,1.1,53.413,477966.23,136268.17,341698.06,470341.6112493568
2019-05-01,CLIENTES GRANDES,A21,9056.45,MARCA1,0.2442,0.93,22,18.5,1.19,94.943,859846.53,209974.52,649872.01,859042.7957656917
2019-06-01,CLIENTES GRANDES,A21,9025.83,MARCA1,0.3072,0.93,20,16.4,1.13,110.461,997002.21,306279.08,690723.13,1001413.088032992
2019-07-01,CLIENTES GRANDES,A21,9009.94,MARCA1,0.26,0.93,22,15.7,1.36,95.751,862710.76,224304.8,638405.96,880459.3009573092
2019-08-01,CLIENTES GRANDES,A21,9045.03,MARCA1,0.2582,0.92,21,15.3,1.48,91.347,826236.36,213334.23,612902.13,904421.0686901781
2019-09-01,CLIENTES GRANDES,A21,9020.3,MARCA1,0.2236,0.92,21,15.7,1.51,107.538,970025.02,216897.59,753127.43,891697.6059791355
2019-10-01,CLIENTES GRANDES,A21,9223.13,MARCA1,0.3763,0.92,22,16.7,1.65,44.328,408842.91,153847.59,254995.32,384813.06886030897
2019-11-01,CLIENTES GRANDES,A21,9222.8,MARCA1,0.2854,0.92,20,18.0,1.76,79.572,733876.64,209448.39,524428.25,984854.3619657633
2019-12-01,CLIENTES GRANDES,A21,9233.12,MARCA1,0.296,0.93,21,19.6,1.88,73.8,681404.26,201695.66,479708.6,514953.46631002985
2020-01-01,CLIENTES GRANDES,A21,9484.95,MARCA1,0.3312,0.93,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A21,9001.43,MARCA1,0.2693,0.92,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A21,8750.97,MARCA1,0.2366,0.91,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A21,9484.95,MARCA1,0.3312,0.93,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A21,9001.43,MARCA1,0.2693,0.92,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A21,8750.97,MARCA1,0.2366,0.91,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A22,17406.87,MARCA1,0.2312,0.85,22,22.2,0.18,5.713,99445.45,22991.79,76453.66,103317.28497998786
2018-02-01,CLIENTES GRANDES,A22,17069.58,MARCA1,0.2184,0.85,20,23.0,0.48,10.681,182320.18,39818.73,142501.45,164388.4678708428
2018-03-01,CLIENTES GRANDES,A22,17574.58,MARCA1,0.2379,0.85,20,22.5,0.97,8.095,142266.23,33845.14,108421.09,176462.01433731752
2018-04-01,CLIENTES GRANDES,A22,17219.93,MARCA1,0.2275,0.86,21,20.9,0.84,11.004,189488.11,43108.55,146379.56,168778.02594202128
2018-05-01,CLIENTES GRANDES,A22,17360.72,MARCA1,0.2687,0.86,22,18.5,0.88,10.047,174423.15,46867.5,127555.65,156555.79263102167
2018-06-01,CLIENTES GRANDES,A22,18610.4,MARCA1,0.288,0.87,20,16.4,1.24,10.047,186978.69,53849.86,133128.83,191885.32970655905
2018-07-01,CLIENTES GRANDES,A22,17496.13,MARCA1,0.2248,0.87,22,15.7,1.64,9.617,168260.28,37824.91,130435.37,157662.62470049234
2018-08-01,CLIENTES GRANDES,A22,17004.35,MARCA1,0.2122,0.89,22,15.3,1.81,10.574,179804.0,38154.41,141649.59,168295.6405518265
2018-09-01,CLIENTES GRANDES,A22,18040.83,MARCA1,0.2114,0.9,20,15.7,2.01,10.101,182230.42,38523.51,143706.91,169400.6498245804
2018-10-01,CLIENTES GRANDES,A22,12853.11,MARCA1,0.2737,0.9,22,16.7,2.14,9.49,121976.01,33384.83,88591.18,112712.28272714767
2018-11-01,CLIENTES GRANDES,A22,26204.38,MARCA1,0.2323,0.91,21,18.0,2.29,7.816,204813.43,47578.16,157235.27,190549.20937455466
2018-12-01,CLIENTES GRANDES,A22,17658.16,MARCA1,0.2297,0.92,20,19.6,2.48,9.884,174533.25,40090.29,134442.96,162635.47447242087
2019-01-01,CLIENTES GRANDES,A22,17339.46,MARCA1,0.2362,0.91,22,22.2,0.06,5.713,99060.33,23398.05,75662.28,92995.4545645018
2019-02-01,CLIENTES GRANDES,A22,17257.86,MARCA1,0.246,0.94,20,23.0,0.2,9.023,155717.67,38306.55,117411.12,148582.07776662175
2019-03-01,CLIENTES GRANDES,A22,17633.73,MARCA1,0.2392,0.95,21,22.5,0.88,9.366,165157.52,39505.68,125651.84,159098.9847196517
2019-04-01,CLIENTES GRANDES,A22,16870.09,MARCA1,0.2756,0.98,20,20.9,1.1,9.518,160569.52,44252.96,116316.56,153611.58033660566
2019-05-01,CLIENTES GRANDES,A22,17069.17,MARCA1,0.2519,0.97,22,18.5,1.19,8.667,147938.5,37265.71,110672.79,142044.98877868967
2019-06-01,CLIENTES GRANDES,A22,17142.62,MARCA1,0.2416,0.98,20,16.4,1.13,10.377,177888.97,42977.98,134910.99,173589.92149590165
2019-07-01,CLIENTES GRANDES,A22,16944.02,MARCA1,0.2265,0.98,22,15.7,1.36,7.047,119404.51,27045.12,92359.39,142921.972883162
2019-08-01,CLIENTES GRANDES,A22,17236.32,MARCA1,0.2312,0.98,21,15.3,1.48,7.963,137252.82,31732.85,105519.97,151138.0644938818
2019-09-01,CLIENTES GRANDES,A22,16854.35,MARCA1,0.1658,0.94,21,15.7,1.51,9.345,157503.9,26114.15,131389.75,151149.54706240192
2019-10-01,CLIENTES GRANDES,A22,17281.28,MARCA1,0.221,0.95,22,16.7,1.65,8.054,139183.43,30759.54,108423.89,100432.57672672463
2019-11-01,CLIENTES GRANDES,A22,16945.22,MARCA1,0.2158,0.95,20,18.0,1.76,8.416,142610.97,30775.45,111835.52,171863.4518002345
2019-12-01,CLIENTES GRANDES,A22,17068.02,MARCA1,0.2172,0.95,21,19.6,1.88,8.624,147194.6,31970.67,115223.93,145240.79446431468
2020-01-01,CLIENTES GRANDES,A22,16799.63,MARCA1,0.2045,0.95,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A22,17157.81,MARCA1,0.1965,0.93,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A22,16789.52,MARCA1,0.1711,0.95,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A22,16799.63,MARCA1,0.2045,0.95,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A22,17157.81,MARCA1,0.1965,0.93,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A22,16789.52,MARCA1,0.1711,0.95,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A23,12684.89,MARCA6,0.3009,1.0,22,22.2,0.18,46.993,596101.04,179366.8,416734.24,548184.2488311525
2018-02-01,CLIENTES GRANDES,A23,12354.49,MARCA6,0.276,1.0,20,23.0,0.48,51.85,640580.31,176800.17,463780.14,631177.3637965763
2018-03-01,CLIENTES GRANDES,A23,13024.49,MARCA6,0.2851,1.0,20,22.5,0.97,65.754,856412.32,244163.15,612249.17,1086119.1679112387
2018-04-01,CLIENTES GRANDES,A23,12675.26,MARCA6,-0.0204,1.0,21,20.9,0.84,50.299,637552.9,-13006.08,650558.98,692773.0004137693
2018-05-01,CLIENTES GRANDES,A23,12709.14,MARCA6,0.3091,1.0,22,18.5,0.88,64.653,821684.03,253982.53,567701.5,1317842.6218256254
2018-06-01,CLIENTES GRANDES,A23,12963.9,MARCA6,0.3361,1.0,20,16.4,1.24,68.735,891073.67,299489.86,591583.81,999155.4316362398
2018-07-01,CLIENTES GRANDES,A23,12646.57,MARCA6,0.3501,1.0,22,15.7,1.64,83.644,1057809.7,370339.18,687470.52,1061752.1553864754
2018-08-01,CLIENTES GRANDES,A23,12460.56,MARCA6,0.3141,1.0,22,15.3,1.81,76.705,955787.25,300212.78,655574.47,965968.1747032183
2018-09-01,CLIENTES GRANDES,A23,12725.42,MARCA6,0.2948,1.0,20,15.7,2.01,84.956,1081100.78,318708.51,762392.27,1080674.4418836618
2018-10-01,CLIENTES GRANDES,A23,11245.41,MARCA6,0.2909,1.0,22,16.7,2.14,60.921,685081.62,199290.24,485791.38,676391.5030311402
2018-11-01,CLIENTES GRANDES,A23,13822.8,MARCA6,0.2559,1.0,21,18.0,2.29,79.392,1097419.74,280829.71,816590.03,1057085.189705022
2018-12-01,CLIENTES GRANDES,A23,13177.84,MARCA6,0.171,1.0,20,19.6,2.48,72.685,957831.3,163789.15,794042.15,898975.5628658496
2019-01-01,CLIENTES GRANDES,A23,12408.65,MARCA6,0.4143,1.0,22,22.2,0.06,55.182,684734.12,283685.35,401048.77,653233.2739634275
2019-02-01,CLIENTES GRANDES,A23,12103.32,MARCA6,0.3762,1.0,20,23.0,0.2,62.96,762025.03,286673.82,475351.21,735593.7235219826
2019-03-01,CLIENTES GRANDES,A23,13295.7,MARCA6,0.3158,1.0,21,22.5,0.88,97.379,1294721.97,408873.2,885848.77,1252095.9734350129
2019-04-01,CLIENTES GRANDES,A23,12712.24,MARCA6,0.2239,1.0,20,20.9,1.1,66.746,848491.17,189977.17,658514.0,828594.1587000287
2019-05-01,CLIENTES GRANDES,A23,12760.43,MARCA6,0.2968,1.0,22,18.5,1.19,127.008,1620676.69,481016.84,1139659.85,1596718.9703041113
2019-06-01,CLIENTES GRANDES,A23,12504.33,MARCA6,0.4393,1.0,20,16.4,1.13,105.021,1313217.24,576896.33,736320.91,1308011.5255583439
2019-07-01,CLIENTES GRANDES,A23,13061.21,MARCA6,0.4179,1.0,22,15.7,1.36,78.346,1023293.56,427634.38,595659.18,1428181.9880293743
2019-08-01,CLIENTES GRANDES,A23,12837.56,MARCA6,0.386,1.0,21,15.3,1.48,112.903,1449399.04,559468.03,889931.01,1232686.6965366765
2019-09-01,CLIENTES GRANDES,A23,12703.07,MARCA6,0.4806,1.0,21,15.7,1.51,100.53,1277039.63,613745.25,663294.38,1431851.2657541477
2019-10-01,CLIENTES GRANDES,A23,13015.59,MARCA6,0.4243,1.0,22,16.7,1.65,77.009,1002317.57,425283.34,577034.23,879827.3943404243
2019-11-01,CLIENTES GRANDES,A23,12779.41,MARCA6,0.3966,1.0,20,18.0,1.76,101.268,1294145.29,513258.02,780887.27,1413049.2480960882
2019-12-01,CLIENTES GRANDES,A23,12840.73,MARCA6,0.418,1.0,21,19.6,1.88,93.079,1195202.31,499594.57,695607.74,1177031.499761105
2020-01-01,CLIENTES GRANDES,A23,13600.13,MARCA6,0.4728,1.0,22,22.2,0.05,0.0,0.0,0.0,0.0,266086.5971692628
2020-02-01,CLIENTES GRANDES,A23,12303.9,MARCA6,0.3716,1.0,20,23.0,0.17,0.0,0.0,0.0,0.0,548152.7498621818
2020-03-01,CLIENTES GRANDES,A23,12336.52,MARCA6,0.4,1.0,22,22.5,0.78,0.0,0.0,0.0,0.0,964045.1490658846
2020-04-01,CLIENTES GRANDES,A23,13600.13,MARCA6,0.4728,1.0,22,20.9,0.82,0.0,0.0,0.0,0.0,845982.6003106326
2020-05-01,CLIENTES GRANDES,A23,12303.9,MARCA6,0.3716,1.0,20,18.5,0.96,0.0,0.0,0.0,0.0,939911.531435352
2020-06-01,CLIENTES GRANDES,A23,12336.52,MARCA6,0.4,1.0,22,16.4,1.1,0.0,0.0,0.0,0.0,1608941.819639035
2018-01-01,CLIENTES GRANDES,A24,12871.87,MARCA6,0.3147,0.92,22,22.2,0.18,6.925,89137.7,28051.63,61086.07,76602.50088509325
2018-02-01,CLIENTES GRANDES,A24,12706.85,MARCA6,0.2742,0.91,20,23.0,0.48,13.221,167997.26,46064.85,121932.41,116047.68064157863
2018-03-01,CLIENTES GRANDES,A24,12762.1,MARCA6,0.4264,0.93,20,22.5,0.97,8.026,102428.61,43675.56,58753.05,193130.6018176863
2018-04-01,CLIENTES GRANDES,A24,11596.52,MARCA6,0.278,0.93,21,20.9,0.84,10.805,125300.4,34833.51,90466.89,98511.51145748353
2018-05-01,CLIENTES GRANDES,A24,12553.52,MARCA6,0.3764,0.93,22,18.5,0.88,13.801,173251.13,65211.73,108039.4,149461.67729502154
2018-06-01,CLIENTES GRANDES,A24,13941.5,MARCA6,0.3271,0.93,20,16.4,1.24,11.533,160787.32,52593.53,108193.79,155632.0028713012
2018-07-01,CLIENTES GRANDES,A24,12408.48,MARCA6,0.4081,0.93,22,15.7,1.64,10.257,127273.78,51940.43,75333.35,130352.14272108981
2018-08-01,CLIENTES GRANDES,A24,12430.68,MARCA6,0.3667,0.91,22,15.3,1.81,10.045,124866.18,45788.43,79077.75,130895.39202668615
2018-09-01,CLIENTES GRANDES,A24,12858.74,MARCA6,0.332,0.92,20,15.7,2.01,14.364,184702.94,61321.38,123381.56,191776.19867586176
2018-10-01,CLIENTES GRANDES,A24,12213.0,MARCA6,0.3978,0.9,22,16.7,2.14,7.185,87750.4,34907.11,52843.29,89519.28776183724
2018-11-01,CLIENTES GRANDES,A24,13081.64,MARCA6,0.3464,0.88,21,18.0,2.29,9.532,124694.19,43194.07,81500.12,129288.99628423277
2018-12-01,CLIENTES GRANDES,A24,13033.72,MARCA6,0.383,0.89,20,19.6,2.48,10.238,133439.23,51107.23,82332.0,139434.13139969768
2019-01-01,CLIENTES GRANDES,A24,12866.55,MARCA6,0.5243,0.88,22,22.2,0.06,5.854,75320.78,39490.68,35830.1,79354.17170129466
2019-02-01,CLIENTES GRANDES,A24,12449.86,MARCA6,0.4063,0.87,20,23.0,0.2,9.259,115273.25,46835.52,68437.73,121292.49087272625
2019-03-01,CLIENTES GRANDES,A24,12864.36,MARCA6,0.2746,0.87,21,22.5,0.88,14.902,191704.69,52642.11,139062.58,194897.51410743027
